instruction,response,output,prompt,history,summary,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
"[PERSON] de [ACRONYM] en mi locker [GPE] con otras [NORP] [PERSON] abierto y [GPE] ahi durante el verano. Cuando abri [ORG] ya no habia nada","Hola [GPE], [GPE] administrador [ORG] nos informa que [GPE] hubieran reportado una situación de este tipo, [WORD] si [WORD] gate tardes o día u furnjer un reporte con la administrador [ORG] para revisar los [ACRONYM]","[PERSON], [GPE]nos podría proporcionar características de la carpeta que menciona así como las demás pertenencias?","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
The user reports that their [ACRONYM] folder was left in their locker [GPE] with other [NORP] [PERSON] during the summer. When they opened [ORG], everything was gone. The admin asks for more details about the folder and other belongings. The user describes the folder as white with their name and ID number on the front. They also mention [GPE] [PERSON]. The admin suggests checking with the office to see if the belongings were turned in there. The user says they were planning to go to the office today. The admin offers to help if needed. The user thanks them. 
 User: [PERSON] de [ACRONYM] en mi locker [GPE] con otras [NORP] [PERSON] abierto y [GPE] ahi durante el verano. Cuando abri [ORG] ya no habia nada
Dispatcher:",[],"The user reports that their [ACRONYM] folder was left in their locker [GPE] with other [NORP] [PERSON] during the summer. When they opened [ORG], everything was gone. The admin asks for more details about the folder and other belongings. The user describes the folder as white with their name and ID number on the front. They also mention [GPE] [PERSON]. The admin suggests checking with the office to see if the belongings were turned in there. The user says they were planning to go to the office today. The admin offers to help if needed. The user thanks them.",1,35,85.07,72.87,1,,35,28.57,28.57,2.86,2.86,2.86,2.86,0,0,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71,0,0,5.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.57,5.71,0,0,0,0,5.71,2.86,0,0,0,0,0,0,0,0,17.14,0,0,17.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,0,0,2.86,0,0,0,0,0,0,0,2.86,2.86,0,0,0,51.43,0,5.71,0,0,0,45.71,0
"[PERSON] (sophomore at hpu) has repeatedly taken my things. we both live in the [GPE] [PERSON]ma [ORG] in [GPE] and she has taken jewelry that she has not given back and has taken my phone to look through my messages on several occasions. it is well known in our sorority that she frequently spreads lies and will blame others for her mistakes and when anyone confronts her about this/other things, she will open/read the message and not respond. she has said [PERSON] and nasty things to several people and has made a girl in our sorority self harm due to her malicious words. she seems to express no remorse for this and has not owned up to it on the numerous occasions she's been confronted. the sorority does not know about the self harm incident because the girl is also in [PERSON] and wishes to remain anonymous because its a sensitive subject but I felt that further action should be taken since talking to her and people above her has done nothing. she is [PERSON] and seeing her at required sorority affiliated meetings/events has made two different girls consider dropping completely.",Thank you for contacting [ORG]. Would you be willing to meet with an officer to discuss this matter?,Can we get your name so that we can further investigate this? Security can do a report on the ongoing situations.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user, who is a sophomore at HPU, reports that another student, who they refer to as [PERSON], has repeatedly taken their belongings and has a history of spreading lies and making hurtful comments. The user also mentions that [PERSON] has caused another student in their sorority to self-harm. They express concern for the well-being of others and request that [ORG] take action. The admin asks for the user's name to further investigate, but the user declines to share it due to a promise made to the self-harming student. The admin assures the user that they will share the information with [ORG] and dispatch an [ORG] to investigate. The user also expresses concern about [PERSON] potentially not responding to the [ORG] and the admin promises to share the information with student life for further action. The user thanks the admin for their help. 
 User: [PERSON] (sophomore at hpu) has repeatedly taken my things. we both live in the [GPE] [PERSON]ma [ORG] in [GPE] and she has taken jewelry that she has not given back and has taken my phone to look through my messages on several occasions. it is well known in our sorority that she frequently spreads lies and will blame others for her mistakes and when anyone confronts her about this/other things, she will open/read the message and not respond. she has said [PERSON] and nasty things to several people and has made a girl in our sorority self harm due to her malicious words. she seems to express no remorse for this and has not owned up to it on the numerous occasions she's been confronted. the sorority does not know about the self harm incident because the girl is also in [PERSON] and wishes to remain anonymous because its a sensitive subject but I felt that further action should be taken since talking to her and people above her has done nothing. she is [PERSON] and seeing her at required sorority affiliated meetings/events has made two different girls consider dropping completely.
Dispatcher:",[],"A user, who is a sophomore at HPU, reports that another student, who they refer to as [PERSON], has repeatedly taken their belongings and has a history of spreading lies and making hurtful comments. The user also mentions that [PERSON] has caused another student in their sorority to self-harm. They express concern for the well-being of others and request that [ORG] take action. The admin asks for the user's name to further investigate, but the user declines to share it due to a promise made to the self-harming student. The admin assures the user that they will share the information with [ORG] and dispatch an [ORG] to investigate. The user also expresses concern about [PERSON] potentially not responding to the [ORG] and the admin promises to share the information with student life for further action. The user thanks the admin for their help.",1,18,89.52,99,1,99,9,22.22,94.44,72.22,55.56,16.67,11.11,0,0,11.11,0,0,5.56,11.11,5.56,0,22.22,11.11,0,0,0,22.22,5.56,0,5.56,0,0,5.56,11.11,0,11.11,0,0,5.56,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,33.33,16.67,5.56,5.56,0,0,11.11,16.67,0,0,0,0,0,0,0,0,5.56,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,5.56,0,5.56,0,0,11.11,0
thank you for your help,Any time :),You're welcome,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user, who is a sophomore at HPU, reports that another student, who they refer to as [PERSON], has repeatedly taken their belongings and has a history of spreading lies and making hurtful comments. The user also mentions that [PERSON] has caused another student in their sorority to self-harm. They express concern for the well-being of others and request that [ORG] take action. The admin asks for the user's name to further investigate, but the user declines to share it due to a promise made to the self-harming student. The admin assures the user that they will share the information with [ORG] and dispatch an [ORG] to investigate. The user also expresses concern about [PERSON] potentially not responding to the [ORG] and the admin promises to share the information with student life for further action. The user thanks the admin for their help. 
 User: [PERSON] (sophomore at hpu) has repeatedly taken my things. we both live in the [GPE] [PERSON]ma [ORG] in [GPE] and she has taken jewelry that she has not given back and has taken my phone to look through my messages on several occasions. it is well known in our sorority that she frequently spreads lies and will blame others for her mistakes and when anyone confronts her about this/other things, she will open/read the message and not respond. she has said [PERSON] and nasty things to several people and has made a girl in our sorority self harm due to her malicious words. she seems to express no remorse for this and has not owned up to it on the numerous occasions she's been confronted. the sorority does not know about the self harm incident because the girl is also in [PERSON] and wishes to remain anonymous because its a sensitive subject but I felt that further action should be taken since talking to her and people above her has done nothing. she is [PERSON] and seeing her at required sorority affiliated meetings/events has made two different girls consider dropping completely.
Dispatcher: Can we get your name so that we can further investigate this? Security can do a report on the ongoing situations. 
 User: I would rather not say my name simply because of the info in the last half of what I said because I promised that I wouldn’t share it with anyone..
Dispatcher: I understand, but we can't really do anything about the stolen stuff or find out more unless we talk to someone. 
 User: I desperately want someone to speak with her about that especially..more than the stealing because although it[ORG] suspected, I don’t have any physical proof. However there are girls who genuinely left campus for days at a time because of what she[ORG] said so its moreso that
Dispatcher: Thank you for contacting [ORG]. We will share this information with [ORG]. We will dispatch an [ORG] to investigate. 
 User: ^regarding that, I guess I should’ve filed it under a different category. I just want to make sure something is done to alleviate this situation because girls are suffering from her words and no one deserves to be treated this way. she won’t respond to anyone who[ORG] confronted her
Dispatcher: i[ORG] also worried because i[ORG] not entirely sure who the [ORG] is for the sorority house but I feel like its such a small group of girls that she might not come out with that information since liz would know it was her 
 User: I just want the situation resolved before any more people get hurt.
Dispatcher: Ok I understand will be sharing this with student life who will look into it. Thank you. 
 User: thank you for your help
Dispatcher:","[[""[PERSON] (sophomore at hpu) has repeatedly taken my things. we both live in the [GPE] [PERSON]ma [ORG] in [GPE] and she has taken jewelry that she has not given back and has taken my phone to look through my messages on several occasions. it is well known in our sorority that she frequently spreads lies and will blame others for her mistakes and when anyone confronts her about this/other things, she will open/read the message and not respond. she has said [PERSON] and nasty things to several people and has made a girl in our sorority self harm due to her malicious words. she seems to express no remorse for this and has not owned up to it on the numerous occasions she's been confronted. the sorority does not know about the self harm incident because the girl is also in [PERSON] and wishes to remain anonymous because its a sensitive subject but I felt that further action should be taken since talking to her and people above her has done nothing. she is [PERSON] and seeing her at required sorority affiliated meetings/events has made two different girls consider dropping completely."", 'Can we get your name so that we can further investigate this? Security can do a report on the ongoing situations.'], ['I would rather not say my name simply because of the info in the last half of what I said because I promised that I wouldn’t share it with anyone..', ""I understand, but we can't really do anything about the stolen stuff or find out more unless we talk to someone.""], ['I desperately want someone to speak with her about that especially..more than the stealing because although it[ORG] suspected, I don’t have any physical proof. However there are girls who genuinely left campus for days at a time because of what she[ORG] said so its moreso that', 'Thank you for contacting [ORG]. We will share this information with [ORG]. We will dispatch an [ORG] to investigate.'], ['^regarding that, I guess I should’ve filed it under a different category. I just want to make sure something is done to alleviate this situation because girls are suffering from her words and no one deserves to be treated this way. she won’t respond to anyone who[ORG] confronted her', 'i[ORG] also worried because i[ORG] not entirely sure who the [ORG] is for the sorority house but I feel like its such a small group of girls that she might not come out with that information since liz would know it was her'], ['I just want the situation resolved before any more people get hurt.', 'Ok I understand will be sharing this with student life who will look into it. Thank you.']]","A user, who is a sophomore at HPU, reports that another student, who they refer to as [PERSON], has repeatedly taken their belongings and has a history of spreading lies and making hurtful comments. The user also mentions that [PERSON] has caused another student in their sorority to self-harm. They express concern for the well-being of others and request that [ORG] take action. The admin asks for the user's name to further investigate, but the user declines to share it due to a promise made to the self-harming student. The admin assures the user that they will share the information with [ORG] and dispatch an [ORG] to investigate. The user also expresses concern about [PERSON] potentially not responding to the [ORG] and the admin promises to share the information with student life for further action. The user thanks the admin for their help.",1,3,,,,99,3,0,100,66.67,33.33,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,0,0,0,33.33,0,0,0,33.33,33.33,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,66.67,0,0,0,0,0,66.67,0
No. People turned their heads but he ran out the door before anyone could approach him.,"Ok, we will send an officer to the store. Does the store allow someone to meet with an officer in the store or would you prefer to meet with the officer near your location?",Ok. We will send a unit to the student center to check on this.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user reports witnessing a white male in a gray hooded sweatshirt with a hat on seemingly steal something and walk out of a bookstore in a certain location at a specific time. The admin asks if the user actually saw the theft and if any store staff mentioned it. The user says they did not see the theft but the alarm went off when the person left. The admin says they will send a unit to check on the situation and the officer would like to speak to the user. The admin asks for a meeting location and the user agrees to meet at a two seat table in the bookstore. The admin instructs the user to approach the officer and mention the tip. The user agrees. 
 User: Sitting in [GPE] at the [GPE] Bookstore. Witness a white male in a gray hooded sweatshirt with a hat on seemingly steal something and walk out this door. Happened at approximately #:## p.m.
Dispatcher: Thank you for contacting [ORG]. Did you actually see him take anything? 
 User: No. But the alarm went off when he walked out.
Dispatcher: Did any of the store staff indicate that this was an issue or that a theft may have occurred? 
 User: No. People turned their heads but he ran out the door before anyone could approach him.
Dispatcher:","[['Sitting in [GPE] at the [GPE] Bookstore. Witness a white male in a gray hooded sweatshirt with a hat on seemingly steal something and walk out this door. Happened at approximately #:## p.m.', 'Thank you for contacting [ORG]. Did you actually see him take anything?'], ['No. But the alarm went off when he walked out.', 'Did any of the store staff indicate that this was an issue or that a theft may have occurred?']]",A user reports witnessing a white male in a gray hooded sweatshirt with a hat on seemingly steal something and walk out of a bookstore in a certain location at a specific time. The admin asks if the user actually saw the theft and if any store staff mentioned it. The user says they did not see the theft but the alarm went off when the person left. The admin says they will send a unit to check on the situation and the officer would like to speak to the user. The admin asks for a meeting location and the user agrees to meet at a two seat table in the bookstore. The admin instructs the user to approach the officer and mention the tip. The user agrees.,1,34,99,99,4.6,95.42,17,14.71,100,73.53,61.76,11.76,8.82,0,2.94,5.88,0,0,2.94,20.59,17.65,0,20.59,8.82,0,2.94,0,17.65,2.94,0,14.71,2.94,0,11.76,14.71,0,14.71,2.94,2.94,5.88,5.88,0,2.94,0,5.88,5.88,0,0,0,0,0,0,0,0,29.41,8.82,0,0,0,0,0,20.59,0,0,0,0,0,0,0,0,8.82,0,0,0,8.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.82,8.82,0,0,8.82,0,0,0,0,0,2.94,2.94,2.94,0,2.94,0,0,8.82,2.94,2.94,2.94,0,0,0,0
Yep! I’ll leave them at the [ORG] desk.,GOOD,ok thank you,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.

The user found something in Gilman and asks where they should drop it off. The admin suggests sending an officer to pick it up. The user explains that they are currently walking and will be at a facility before going to two other places. The admin asks the user to call when they are stationary. The user agrees to leave the item at the organization's desk and the admin thanks them. The user confirms that they left the item at the desk and bids the admin a good day. The admin responds with a simple ""ok."" 
 User: Found in Gilman ##. Where should I drop them off?
Dispatcher: we can send an officer to pick up the property. 
 User: I[PERSON] on foot for another ## minutes or so. I[PERSON] actually walking into [FAC] right now but after that I go to [PERSON] and then [PERSON].
Dispatcher: Can you give us a call when your stationary 
 User: Yep! I’ll leave them at the [ORG] desk.
Dispatcher:","[['Found in Gilman ##. Where should I drop them off?', 'we can send an officer to pick up the property.'], ['I[PERSON] on foot for another ## minutes or so. I[PERSON] actually walking into [FAC] right now but after that I go to [PERSON] and then [PERSON].', 'Can you give us a call when your stationary']]","The user found something in Gilman and asks where they should drop it off. The admin suggests sending an officer to pick it up. The user explains that they are currently walking and will be at a facility before going to two other places. The admin asks the user to call when they are stationary. The user agrees to leave the item at the organization's desk and the admin thanks them. The user confirms that they left the item at the desk and bids the admin a good day. The admin responds with a simple ""ok.""",1,1,,,,99,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hello!!! I was around the usc village an hour ago and my little blue wallet with all my identification and cards fell out of my pocket. Is there a lost or found or place I can go to look if anyone turned it in?,[ACRONYM] [ACRONYM] Police Dispatcher [ACRONYM],Thank you for contacting [ORG]. I'm sorry to hear that. Yes we have a lost and found on main campus located in our [ORG] station. The best number the call is directly to lost and found ###-###-####. They are open from # a.m. to #:## p.m.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.

A user lost their wallet at the USC Village and is asking if there is a lost and found or a place to check if it was turned in. The admin responds that there is a lost and found on the main campus and provides the number to call. They also suggest calling back multiple times throughout the week and checking with the front desk at a specific location. The user thanks them and the admin wishes them luck. 
 User: Hello!!! I was around the usc village an hour ago and my little blue wallet with all my identification and cards fell out of my pocket. Is there a lost or found or place I can go to look if anyone turned it in?
Dispatcher:",[],A user lost their wallet at the USC Village and is asking if there is a lost and found or a place to check if it was turned in. The admin responds that there is a lost and found on the main campus and provides the number to call. They also suggest calling back multiple times throughout the week and checking with the front desk at a specific location. The user thanks them and the admin wishes them luck.,1,5,,,,,5,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,120,0
yes! apt ###,"Ok, do you know what room number your apt is?",ok we will dispatch an officer,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user received a package of jeans worth $### on [DATE] at [LOC], but did not receive a notification until [DATE]. When they went to retrieve the package, it had been opened and the contents were stolen. The user is currently in [FAC] at the [FAC] apartments and suggests installing a security camera by the mailboxes. The admin apologizes and offers to send an officer to file a police report. The user agrees and confirms their location at [ORG] Canner [ACRONYM] and their apartment number. The admin confirms they will dispatch an officer and the user thanks them. 
 User: I received a package with $### worth of jeans (apparently it arrived on [DATE] and I didn't get the notification until [DATE]). When I went to retrieve the package this morning it was opened and all of the contents had been stolen. I am in [FAC] in the [FAC] apartments. Any information or help would be appreciated—maybe there should be a security camera by the mailboxes? Thank you!
Dispatcher: I am sorry this has happened, if you like we can send an officer to your location to file a police report. Would you like to do that? 
 User: That would be great. Thanks!
Dispatcher: You're very welcome, are you currently located at [ORG] Canner [ACRONYM] and what apt? 
 User: yes! apt ###
Dispatcher:","[[""I received a package with $### worth of jeans (apparently it arrived on [DATE] and I didn't get the notification until [DATE]). When I went to retrieve the package this morning it was opened and all of the contents had been stolen. I am in [FAC] in the [FAC] apartments. Any information or help would be appreciated—maybe there should be a security camera by the mailboxes? Thank you!"", 'I am sorry this has happened, if you like we can send an officer to your location to file a police report. Would you like to do that?'], ['That would be great. Thanks!', ""You're very welcome, are you currently located at [ORG] Canner [ACRONYM] and what apt?""]]","A user received a package of jeans worth $### on [DATE] at [LOC], but did not receive a notification until [DATE]. When they went to retrieve the package, it had been opened and the contents were stolen. The user is currently in [FAC] at the [FAC] apartments and suggests installing a security camera by the mailboxes. The admin apologizes and offers to send an officer to file a police report. The user agrees and confirms their location at [ORG] Canner [ACRONYM] and their apartment number. The admin confirms they will dispatch an officer and the user thanks them.",1,10,1,99,63.35,,10,0,90,80,50,30,20,0,0,20,0,0,10,10,0,0,0,20,0,0,0,30,0,10,0,0,0,0,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,10,0,0,0,0,0,10,0,10,0,10,0,0,20,0,10,10,0,0,0,0
Black man about ##-## stole a bike from [ORG] gamma,"Okay, thank you for your tip. Which way did he go?",How long ago?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user reports that a black man stole a bike from an organization called [ORG] gamma. The admin asks for more information, including a description of the man and how long ago the incident occurred. The user says it happened about w minutes ago and the man was wearing a white shirt and had [ORG] and [PERSON] hair. The admin asks for a more specific time and the user apologizes and says it was # minutes ago. The admin informs the user that officers have already been dispatched and asks for any additional information. The user mentions that the bike was white with a metal basket. The admin offers to have the user meet with officers, but the user declines. 
 User: Black man about ##-## stole a bike from [ORG] gamma
Dispatcher:",[],"A user reports that a black man stole a bike from an organization called [ORG] gamma. The admin asks for more information, including a description of the man and how long ago the incident occurred. The user says it happened about w minutes ago and the man was wearing a white shirt and had [ORG] and [PERSON] hair. The admin asks for a more specific time and the user apologizes and says it was # minutes ago. The admin informs the user that officers have already been dispatched and asks for any additional information. The user mentions that the bike was white with a metal basket. The admin offers to have the user meet with officers, but the user declines.",1,11,6.68,99,95.15,99,5.5,0,90.91,81.82,54.55,36.36,27.27,0,0,18.18,9.09,0,9.09,9.09,0,0,9.09,9.09,0,0,0,27.27,9.09,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,9.09,0,9.09,9.09,0,0,0,0,0,0,0,0,36.36,9.09,9.09,9.09,0,0,9.09,27.27,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,18.18,0,9.09,18.18,0,0,0,0,9.09,0,0,9.09,0,9.09,0,0,27.27,9.09,9.09,9.09,0,0,0,0
I had to leave for a meeting,Ok thank you for the information. How long ago did you see the person cutting the bike?,How long ago did you see them there?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user reports to an admin that someone is cutting the lock on a bike in front of the symphonic hall building, across from the film school. The admin asks for a description of the person, and the user describes them as a white male with dark curly hair, wearing a dark shirt. The admin asks for the location of the hall, and the user provides the street name and organization. The user then mentions they had to leave for a meeting. The admin asks how long ago the user saw the person, and the user responds with a few minutes. The admin asks if the user saw the person use any tools or weapons, and the user mentions they had large bolt cutters. The admin thanks the user for the information and asks if they would like to meet with officers, but the user declines and just wants to report the incident. The admin thanks the user and wishes them a good night. 
 User: Someone is cutting the lock on a bike in front of the symphonic hall building, across from the film school
Dispatcher: Whats their description? sex, race, color of top and bottoms? 
 User: Dark shirt, white male ##s dark curly hair
Dispatcher: And im not familiar with [ORG] hall? What street is that on? or the address please? 
 User: It’s on watt way across from the film school
Dispatcher: In [ORG] 
 User: I had to leave for a meeting
Dispatcher:","[['Someone is cutting the lock on a bike in front of the symphonic hall building, across from the film school', 'Whats their description? sex, race, color of top and bottoms?'], ['Dark shirt, white male ##s dark curly hair', 'And im not familiar with [ORG] hall? What street is that on? or the address please?'], ['It’s on watt way across from the film school', 'In [ORG]']]","A user reports to an admin that someone is cutting the lock on a bike in front of the symphonic hall building, across from the film school. The admin asks for a description of the person, and the user describes them as a white male with dark curly hair, wearing a dark shirt. The admin asks for the location of the hall, and the user provides the street name and organization. The user then mentions they had to leave for a meeting. The admin asks how long ago the user saw the person, and the user responds with a few minutes. The admin asks if the user saw the person use any tools or weapons, and the user mentions they had large bolt cutters. The admin thanks the user for the information and asks if they would like to meet with officers, but the user declines and just wants to report the incident. The admin thanks the user and wishes them a good night.",1,17,79.1,99,83.69,95.42,8.5,11.76,88.24,76.47,52.94,11.76,11.76,0,0,11.76,0,0,0,17.65,17.65,0,5.88,5.88,11.76,0,0,17.65,5.88,5.88,0,0,0,0,11.76,0,11.76,11.76,5.88,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,23.53,5.88,5.88,5.88,0,0,5.88,17.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65,11.76,0,0,5.88,5.88,0,0,5.88,11.76,0,0,5.88,0,5.88,0,0,11.76,5.88,0,5.88,0,0,0,0
"There was someone with a black mask and black hoodie, darker skinned. Moving very fast and jumpy",Your name is? and number?,Can you give me a location.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user reports seeing someone with a black mask and hoodie, who appeared to be moving quickly and nervously. The user provides a location of the practice field behind the [ORG] parking lot, heading towards [LOC]. The admin thanks the user and informs them that officers are in the area making checks. 
 User: There was someone with a black mask and black hoodie, darker skinned. Moving very fast and jumpy
Dispatcher:",[],"A user reports seeing someone with a black mask and hoodie, who appeared to be moving quickly and nervously. The user provides a location of the practice field behind the [ORG] parking lot, heading towards [LOC]. The admin thanks the user and informs them that officers are in the area making checks.",1,5,1,99,,,2.5,0,100,80,60,20,20,0,0,20,0,0,0,20,0,0,0,20,0,20,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,40,0,0,40,0,0,0,0
Igual y si se me cayeron ahí en dónde llegan en campus,"Buenas, nos tocó informar a los oficiales de [ORG] que revisen en el camión en el que te encuentras, si ellos lo reportan nos reportan a nosotros, si no son the ones que te indicamos anteriormente.","Si, ya lo revisamos en [ORG] y no están.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.

A user lost their blue glasses near the bus stop on campus and asks the admin for help. The admin checks but no one has reported finding them. The user suggests asking the bus drivers and the admin agrees to check with the school and keep the user updated. The user confirms they are from the school and the admin continues to search but cannot find the glasses. The user asks to be notified if they are found and the admin assures them of their support. 
 User: Son celestes
Dispatcher: Revisamos y no han reportado unos lentes como los que mencionas, si los llegan a reportar con gusto te lo compartimos por este medio. 
 User: No pueden preguntar si se han quedado en los camiones?
Dispatcher: Si no, deben estar en los camiones 
 User: Eres de prepa [ORG] verdad?
Dispatcher: Si 
 User: Vamos a revisar en [ORG], un momento, te mantenemos informada.
Dispatcher: Si porfavor! [ORG]! 
 User: [ORG], no están en directo [ORG] ni los oficiales de [ORG] los encontraron al dar la última revisión en los camiones, si los llegan a reportar, te mantenemos informada por este medio.
Dispatcher: Okey si porfavor! 
 User: Igual y si se me cayeron ahí en dónde llegan en campus
Dispatcher:","[['Son celestes', 'Revisamos y no han reportado unos lentes como los que mencionas, si los llegan a reportar con gusto te lo compartimos por este medio.'], ['No pueden preguntar si se han quedado en los camiones?', 'Si no, deben estar en los camiones'], ['Eres de prepa [ORG] verdad?', 'Si'], ['Vamos a revisar en [ORG], un momento, te mantenemos informada.', 'Si porfavor! [ORG]!'], ['[ORG], no están en directo [ORG] ni los oficiales de [ORG] los encontraron al dar la última revisión en los camiones, si los llegan a reportar, te mantenemos informada por este medio.', 'Okey si porfavor!']]",A user lost their blue glasses near the bus stop on campus and asks the admin for help. The admin checks but no one has reported finding them. The user suggests asking the bus drivers and the admin agrees to check with the school and keep the user updated. The user confirms they are from the school and the admin continues to search but cannot find the glasses. The user asks to be notified if they are found and the admin assures them of their support.,1,36,95.3,40.06,,,36,25,22.22,11.11,11.11,0,0,0,0,0,0,0,0,11.11,8.33,0,0,0,0,0,2.78,0,0,0,0,0,0,0,2.78,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,0,0,0,0,0,0,2.78,2.78,0,0,2.78,0,0,0,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,2.78,8.33,0,0,0,5.56,0
